hotspot_id,CHI,CHI_category,hotspot_rank,dominant_junction,dominant_police_station,explainability
HS_896016962bbffff,32.339606090970676,Low,1453,No Junction,Yelahanka,"CHI = 32 | 8.7% Junction, 29.1% Vehicle, 30.9% Violation, 22.2% Density, 3.2% Recurrence, 5.8% Temporal"
HS_8961892444fffff,32.33681472452357,Low,1454,No Junction,Electronic City,"CHI = 32 | 8.7% Junction, 29.8% Vehicle, 32.8% Violation, 23.6% Density, 0.7% Recurrence, 4.4% Temporal"
HS_8960145810bffff,32.30762486711598,Low,1455,No Junction,Kamakshipalya,"CHI = 32 | 8.7% Junction, 25.5% Vehicle, 36.4% Violation, 11.4% Density, 1.9% Recurrence, 16.0% Temporal"
HS_89618925c33ffff,32.30762486711598,Low,1456,No Junction,Madiwala,"CHI = 32 | 8.7% Junction, 25.5% Vehicle, 36.4% Violation, 11.4% Density, 1.9% Recurrence, 16.0% Temporal"
HS_89601696193ffff,32.299252295783475,Low,1457,No Junction,Yelahanka,"CHI = 32 | 8.7% Junction, 26.6% Vehicle, 31.4% Violation, 24.0% Density, 2.6% Recurrence, 6.6% Temporal"
HS_89601690c23ffff,32.27154185648081,Low,1458,No Junction,Chikkajala,"CHI = 32 | 8.8% Junction, 32.8% Vehicle, 30.1% Violation, 19.2% Density, 2.6% Recurrence, 6.6% Temporal"
HS_89618925a03ffff,32.27154185648081,Low,1459,No Junction,Ashok Nagar,"CHI = 32 | 8.8% Junction, 21.9% Vehicle, 30.1% Violation, 19.2% Density, 2.6% Recurrence, 17.5% Temporal"
HS_8961892cb9bffff,32.25481364415311,Low,1460,No Junction,Hebbala,"CHI = 32 | 8.8% Junction, 25.7% Vehicle, 22.3% Violation, 33.6% Density, 4.4% Recurrence, 5.3% Temporal"
HS_8961892ea43ffff,32.23486231121625,Low,1461,No Junction,Banaswadi,"CHI = 32 | 8.8% Junction, 28.2% Vehicle, 31.3% Violation, 18.0% Density, 4.4% Recurrence, 9.4% Temporal"
HS_8961892ccb3ffff,32.23041566460708,Low,1462,No Junction,K.G. Halli,"CHI = 32 | 8.8% Junction, 25.3% Vehicle, 32.0% Violation, 22.8% Density, 6.7% Recurrence, 4.4% Temporal"
HS_8961892e2cbffff,32.21498882523358,Low,1463,No Junction,K.R. Pura,"CHI = 32 | 8.8% Junction, 23.7% Vehicle, 24.4% Violation, 25.0% Density, 5.0% Recurrence, 13.2% Temporal"
HS_896189258dbffff,32.211923109902635,Low,1464,No Junction,Adugodi,"CHI = 32 | 8.8% Junction, 26.3% Vehicle, 35.1% Violation, 15.3% Density, 3.2% Recurrence, 11.4% Temporal"
HS_8961892460bffff,32.211923109902635,Low,1465,No Junction,HSR Layout,"CHI = 32 | 8.8% Junction, 28.5% Vehicle, 32.9% Violation, 15.3% Density, 3.2% Recurrence, 11.4% Temporal"
HS_8960145b38bffff,32.191667336495584,Low,1466,No Junction,Malleshwaram,"CHI = 32 | 8.8% Junction, 27.2% Vehicle, 31.3% Violation, 26.4% Density, 1.9% Recurrence, 4.4% Temporal"
HS_89601459593ffff,32.18850945167477,Low,1467,No Junction,Rajajinagar,"CHI = 32 | 8.8% Junction, 31.7% Vehicle, 32.9% Violation, 20.3% Density, 1.9% Recurrence, 4.4% Temporal"
HS_8961892412fffff,32.179427903538546,Low,1468,No Junction,Hulimavu,"CHI = 32 | 8.8% Junction, 22.2% Vehicle, 32.9% Violation, 30.5% Density, 0.7% Recurrence, 4.9% Temporal"
HS_89618921a83ffff,32.17027211048264,Low,1469,No Junction,Mahadevapura,"CHI = 32 | 8.8% Junction, 23.6% Vehicle, 22.8% Violation, 30.9% Density, 6.7% Recurrence, 7.1% Temporal"
HS_89618921d8bffff,32.15803586315389,Low,1470,No Junction,Whitefield,"CHI = 32 | 8.8% Junction, 30.2% Vehicle, 41.2% Violation, 13.5% Density, 1.9% Recurrence, 4.4% Temporal"
HS_8961892716bffff,32.15171834139552,Low,1471,No Junction,Electronic City,"CHI = 32 | 8.8% Junction, 32.9% Vehicle, 22.0% Violation, 15.3% Density, 2.6% Recurrence, 18.5% Temporal"
HS_896189253d7ffff,32.14939185634095,Low,1472,No Junction,Jeevanbheemanagar,"CHI = 32 | 8.8% Junction, 24.9% Vehicle, 34.4% Violation, 23.8% Density, 2.6% Recurrence, 5.6% Temporal"
HS_89618925c47ffff,32.138579829171086,Low,1473,No Junction,Adugodi,"CHI = 32 | 8.8% Junction, 29.9% Vehicle, 23.2% Violation, 25.0% Density, 3.8% Recurrence, 9.3% Temporal"
HS_8960145b537ffff,32.12246220076452,Low,1474,No Junction,Magadi Road,"CHI = 32 | 8.8% Junction, 22.6% Vehicle, 33.0% Violation, 24.6% Density, 5.6% Recurrence, 5.4% Temporal"
HS_896016976afffff,32.10445959675292,Low,1475,No Junction,Chikkajala,"CHI = 32 | 8.8% Junction, 27.5% Vehicle, 49.5% Violation, 8.5% Density, 1.3% Recurrence, 4.4% Temporal"
HS_8961892dc87ffff,32.10445959675292,Low,1476,No Junction,Hennuru,"CHI = 32 | 8.8% Junction, 33.0% Vehicle, 44.0% Violation, 8.5% Density, 1.3% Recurrence, 4.4% Temporal"
HS_8960145850bffff,32.10373715419972,Low,1477,No Junction,Jnanabharathi,"CHI = 32 | 8.8% Junction, 31.2% Vehicle, 23.8% Violation, 25.1% Density, 6.7% Recurrence, 4.4% Temporal"
HS_89618925887ffff,32.099188577650715,Low,1478,No Junction,Mico Layout,"CHI = 32 | 20.5% Junction, 33.0% Vehicle, 29.3% Violation, 11.4% Density, 1.3% Recurrence, 4.4% Temporal"
HS_89618925137ffff,32.08598658175466,Low,1479,No Junction,Adugodi,"CHI = 32 | 8.8% Junction, 32.5% Vehicle, 24.6% Violation, 26.5% Density, 3.2% Recurrence, 4.4% Temporal"
HS_89618920e83ffff,32.058773356510386,Low,1480,No Junction,Whitefield,"CHI = 32 | 8.8% Junction, 25.5% Vehicle, 31.0% Violation, 24.2% Density, 5.0% Recurrence, 5.5% Temporal"
HS_89618921957ffff,32.04913834432032,Low,1481,No Junction,Mahadevapura,"CHI = 32 | 8.8% Junction, 22.4% Vehicle, 32.0% Violation, 29.2% Density, 3.2% Recurrence, 4.4% Temporal"
HS_89618921903ffff,32.047064919746006,Low,1482,No Junction,Mahadevapura,"CHI = 32 | 8.8% Junction, 30.1% Vehicle, 33.1% Violation, 21.7% Density, 1.9% Recurrence, 4.4% Temporal"
HS_896014595b7ffff,32.04424162624991,Low,1483,No Junction,Rajajinagar,"CHI = 32 | 8.8% Junction, 26.9% Vehicle, 26.4% Violation, 27.8% Density, 5.6% Recurrence, 4.4% Temporal"
HS_89601458537ffff,32.037815188025405,Low,1484,No Junction,Jnanabharathi,"CHI = 32 | 8.8% Junction, 28.3% Vehicle, 34.6% Violation, 18.1% Density, 3.2% Recurrence, 6.9% Temporal"
HS_8961892ca0fffff,32.02846784895578,Low,1485,No Junction,Hebbala,"CHI = 32 | 8.8% Junction, 25.7% Vehicle, 27.0% Violation, 20.4% Density, 1.9% Recurrence, 16.2% Temporal"
HS_8960145ae37ffff,32.02054991117022,Low,1486,No Junction,Jnanabharathi,"CHI = 32 | 8.8% Junction, 22.8% Vehicle, 33.1% Violation, 23.4% Density, 6.2% Recurrence, 5.7% Temporal"
HS_8960145a0d3ffff,32.00435750021609,Low,1487,No Junction,Basavanagudi,"CHI = 32 | 8.8% Junction, 27.6% Vehicle, 25.7% Violation, 25.1% Density, 7.3% Recurrence, 5.4% Temporal"
HS_89618925e0fffff,32.00309027159768,Low,1488,No Junction,Ashok Nagar,"CHI = 32 | 8.8% Junction, 33.1% Vehicle, 33.1% Violation, 13.6% Density, 2.6% Recurrence, 8.8% Temporal"
HS_89618921a53ffff,31.97910817372862,Low,1489,No Junction,Mahadevapura,"CHI = 32 | 8.8% Junction, 30.4% Vehicle, 23.9% Violation, 22.5% Density, 5.6% Recurrence, 8.8% Temporal"
HS_896016911d3ffff,31.973627817422965,Low,1490,No Junction,Devanahalli Airport,"CHI = 32 | 8.8% Junction, 32.3% Vehicle, 28.4% Violation, 23.4% Density, 2.6% Recurrence, 4.4% Temporal"
HS_89618925cd3ffff,31.96366801168572,Low,1491,No Junction,Adugodi,"CHI = 32 | 8.8% Junction, 25.4% Vehicle, 28.7% Violation, 21.1% Density, 4.4% Recurrence, 11.5% Temporal"
HS_8960145a12bffff,31.951153253020472,Low,1492,No Junction,Byatarayanapura,"CHI = 32 | 8.8% Junction, 31.8% Vehicle, 31.8% Violation, 19.4% Density, 3.8% Recurrence, 4.4% Temporal"
HS_896189246b3ffff,31.94718807022529,Low,1493,No Junction,Electronic City,"CHI = 32 | 8.8% Junction, 24.1% Vehicle, 33.2% Violation, 28.8% Density, 0.7% Recurrence, 4.4% Temporal"
HS_8961892cca7ffff,31.940882200228447,Low,1494,No Junction,K.G. Halli,"CHI = 32 | 8.8% Junction, 22.1% Vehicle, 30.2% Violation, 27.1% Density, 5.0% Recurrence, 6.8% Temporal"
HS_89618934a47ffff,31.93245959355376,Low,1495,No Junction,Electronic City,"CHI = 32 | 8.8% Junction, 33.2% Vehicle, 34.8% Violation, 18.1% Density, 0.7% Recurrence, 4.4% Temporal"
HS_89601459857ffff,31.92725213961698,Low,1496,No Junction,No Police Station,"CHI = 32 | 8.8% Junction, 26.9% Vehicle, 37.9% Violation, 18.1% Density, 3.8% Recurrence, 4.4% Temporal"
HS_8961892c807ffff,31.92435036758972,Low,1497,No Junction,Hebbala,"CHI = 32 | 8.8% Junction, 29.2% Vehicle, 33.2% Violation, 21.8% Density, 2.6% Recurrence, 4.4% Temporal"
HS_89601459043ffff,31.895989079890885,Low,1498,No Junction,Jalahalli,"CHI = 32 | 8.9% Junction, 33.2% Vehicle, 44.3% Violation, 8.6% Density, 0.7% Recurrence, 4.4% Temporal"
HS_896189240b3ffff,31.895989079890885,Low,1499,No Junction,Hulimavu,"CHI = 32 | 8.9% Junction, 44.3% Vehicle, 33.2% Violation, 8.6% Density, 0.7% Recurrence, 4.4% Temporal"
HS_89618920c5bffff,31.895989079890885,Low,1500,No Junction,Whitefield,"CHI = 32 | 8.9% Junction, 33.2% Vehicle, 44.3% Violation, 8.6% Density, 0.7% Recurrence, 4.4% Temporal"
HS_8961892cc13ffff,31.895989079890885,Low,1501,No Junction,K.G. Halli,"CHI = 32 | 8.9% Junction, 33.2% Vehicle, 44.3% Violation, 8.6% Density, 0.7% Recurrence, 4.4% Temporal"
HS_8961892087bffff,31.895989079890885,Low,1502,No Junction,Whitefield,"CHI = 32 | 8.9% Junction, 33.2% Vehicle, 44.3% Violation, 8.6% Density, 0.7% Recurrence, 4.4% Temporal"
HS_89618925dafffff,31.890752288185453,Low,1503,No Junction,J.P. Nagar,"CHI = 32 | 20.7% Junction, 29.5% Vehicle, 33.2% Violation, 11.5% Density, 0.7% Recurrence, 4.4% Temporal"
HS_89601459697ffff,31.88572763111493,Low,1504,No Junction,Kodigehalli,"CHI = 32 | 8.9% Junction, 30.7% Vehicle, 29.8% Violation, 23.0% Density, 3.2% Recurrence, 4.4% Temporal"
HS_89618925d8bffff,31.879208954813006,Low,1505,No Junction,Mico Layout,"CHI = 32 | 8.9% Junction, 32.6% Vehicle, 22.2% Violation, 24.8% Density, 6.2% Recurrence, 5.5% Temporal"
HS_8960145b663ffff,31.86646561649272,Low,1506,No Junction,R.T. Nagar,"CHI = 32 | 8.9% Junction, 28.2% Vehicle, 31.2% Violation, 21.9% Density, 3.8% Recurrence, 6.0% Temporal"
HS_8960145a303ffff,31.860674963275954,Low,1507,No Junction,Byatarayanapura,"CHI = 32 | 8.9% Junction, 36.9% Vehicle, 36.9% Violation, 11.5% Density, 1.3% Recurrence, 4.4% Temporal"
HS_89601458c7bffff,31.85947155912142,Low,1508,No Junction,Kamakshipalya,"CHI = 32 | 8.9% Junction, 24.2% Vehicle, 30.2% Violation, 21.9% Density, 5.6% Recurrence, 9.3% Temporal"
HS_89601459babffff,31.832677767658108,Low,1509,No Junction,No Police Station,"CHI = 32 | 8.9% Junction, 25.9% Vehicle, 34.5% Violation, 20.5% Density, 3.8% Recurrence, 6.4% Temporal"
HS_89618927113ffff,31.832677767658108,Low,1510,No Junction,Electronic City,"CHI = 32 | 8.9% Junction, 28.3% Vehicle, 32.0% Violation, 20.5% Density, 3.8% Recurrence, 6.4% Temporal"
HS_8961892e84fffff,31.828392660570415,Low,1511,No Junction,Banaswadi,"CHI = 32 | 8.9% Junction, 24.4% Vehicle, 25.3% Violation, 28.0% Density, 7.9% Recurrence, 5.5% Temporal"
HS_8961892e897ffff,31.794602793838134,Low,1512,No Junction,Jeevanbheemanagar,"CHI = 32 | 8.9% Junction, 30.5% Vehicle, 34.7% Violation, 19.5% Density, 1.9% Recurrence, 4.4% Temporal"
HS_89601696487ffff,31.772079180353664,Low,1513,No Junction,Yelahanka,"CHI = 32 | 8.9% Junction, 25.9% Vehicle, 38.9% Violation, 16.9% Density, 1.9% Recurrence, 7.4% Temporal"
HS_89601458653ffff,31.772079180353664,Low,1514,No Junction,Rajajinagar,"CHI = 32 | 8.9% Junction, 31.5% Vehicle, 33.3% Violation, 16.9% Density, 1.9% Recurrence, 7.4% Temporal"
HS_8961892ce0bffff,31.738773111762665,Low,1515,No Junction,Hennuru,"CHI = 32 | 8.9% Junction, 25.6% Vehicle, 30.0% Violation, 21.3% Density, 6.2% Recurrence, 8.0% Temporal"
HS_8960145b243ffff,31.724759475212927,Low,1516,No Junction,Kodigehalli,"CHI = 32 | 8.9% Junction, 24.8% Vehicle, 30.0% Violation, 23.2% Density, 7.3% Recurrence, 5.8% Temporal"
HS_8961892e87bffff,31.702362381606036,Low,1517,No Junction,Banaswadi,"CHI = 32 | 8.9% Junction, 23.9% Vehicle, 23.0% Violation, 32.6% Density, 6.7% Recurrence, 4.8% Temporal"
HS_8961892e903ffff,31.689110136978556,Low,1518,No Junction,Pulikeshinagar(F.Town),"CHI = 32 | 8.9% Junction, 25.1% Vehicle, 30.6% Violation, 22.7% Density, 3.8% Recurrence, 8.9% Temporal"
HS_896189255afffff,31.687063827614658,Low,1519,No Junction,HSR Layout,"CHI = 32 | 8.9% Junction, 25.8% Vehicle, 31.3% Violation, 24.5% Density, 5.0% Recurrence, 4.5% Temporal"
HS_8960145123bffff,31.653787463514426,Low,1520,No Junction,Kengeri,"CHI = 32 | 8.9% Junction, 29.7% Vehicle, 44.6% Violation, 11.6% Density, 0.7% Recurrence, 4.5% Temporal"
HS_89618927353ffff,31.652047978314414,Low,1521,No Junction,Bellandur,"CHI = 32 | 8.9% Junction, 22.3% Vehicle, 33.5% Violation, 17.0% Density, 1.9% Recurrence, 16.4% Temporal"
HS_89618920ad7ffff,31.647943507553283,Low,1522,No Junction,Whitefield,"CHI = 32 | 8.9% Junction, 33.0% Vehicle, 22.3% Violation, 27.7% Density, 1.3% Recurrence, 6.8% Temporal"
HS_8961892e2b3ffff,31.64067348092434,Low,1523,No Junction,K.R. Pura,"CHI = 32 | 8.9% Junction, 25.1% Vehicle, 36.3% Violation, 13.7% Density, 2.6% Recurrence, 13.4% Temporal"
HS_89618921c47ffff,31.638419865709857,Low,1524,No Junction,Mahadevapura,"CHI = 32 | 8.9% Junction, 25.6% Vehicle, 26.3% Violation, 24.9% Density, 5.6% Recurrence, 8.7% Temporal"
HS_89618925e33ffff,31.634864602730072,Low,1525,No Junction,Adugodi,"CHI = 32 | 8.9% Junction, 26.0% Vehicle, 32.0% Violation, 24.2% Density, 4.4% Recurrence, 4.5% Temporal"
HS_896014595bbffff,31.634149494619034,Low,1526,No Junction,Rajajinagar,"CHI = 32 | 8.9% Junction, 29.8% Vehicle, 33.5% Violation, 22.7% Density, 0.7% Recurrence, 4.5% Temporal"
HS_8961892e0abffff,31.633554404652507,Low,1527,No Junction,Mahadevapura,"CHI = 32 | 8.9% Junction, 24.4% Vehicle, 39.6% Violation, 22.0% Density, 0.7% Recurrence, 4.5% Temporal"
HS_89601458127ffff,31.630067877554502,Low,1528,No Junction,Kamakshipalya,"CHI = 32 | 8.9% Junction, 31.9% Vehicle, 35.1% Violation, 18.3% Density, 1.3% Recurrence, 4.5% Temporal"
HS_8960145a8c3ffff,31.625234480168114,Low,1529,No Junction,Jnanabharathi,"CHI = 32 | 8.9% Junction, 31.1% Vehicle, 25.5% Violation, 23.7% Density, 5.0% Recurrence, 5.7% Temporal"
HS_8961892e1cbffff,31.62216134890119,Low,1530,No Junction,Mahadevapura,"CHI = 32 | 8.9% Junction, 22.3% Vehicle, 33.5% Violation, 11.6% Density, 1.3% Recurrence, 22.3% Temporal"
HS_89601690557ffff,31.614643545682615,Low,1531,No Junction,Chikkajala,"CHI = 32 | 8.9% Junction, 33.5% Vehicle, 33.5% Violation, 17.0% Density, 2.6% Recurrence, 4.5% Temporal"
HS_89618925e73ffff,31.61270725295119,Low,1532,No Junction,Ashok Nagar,"CHI = 32 | 8.9% Junction, 24.4% Vehicle, 31.4% Violation, 24.6% Density, 6.2% Recurrence, 4.5% Temporal"
HS_896014594dbffff,31.59080660864806,Low,1533,No Junction,Kodigehalli,"CHI = 32 | 8.9% Junction, 33.5% Vehicle, 29.8% Violation, 20.7% Density, 2.6% Recurrence, 4.5% Temporal"
HS_8960145b393ffff,31.59080660864805,Low,1534,No Junction,Malleshwaram,"CHI = 32 | 8.9% Junction, 32.3% Vehicle, 31.1% Violation, 20.7% Density, 2.6% Recurrence, 4.5% Temporal"
HS_8961892cc03ffff,31.581852117640775,Low,1535,No Junction,K.G. Halli,"CHI = 32 | 8.9% Junction, 25.7% Vehicle, 29.6% Violation, 25.0% Density, 3.2% Recurrence, 7.6% Temporal"
HS_8960145a483ffff,31.55920616458241,Low,1536,No Junction,Banashankari,"CHI = 32 | 11.3% Junction, 23.1% Vehicle, 34.3% Violation, 24.2% Density, 1.9% Recurrence, 5.1% Temporal"
HS_896014590dbffff,31.553142555569885,Low,1537,No Junction,Jalahalli,"CHI = 32 | 9.0% Junction, 27.5% Vehicle, 25.8% Violation, 23.3% Density, 4.4% Recurrence, 10.0% Temporal"
HS_8961892190fffff,31.54670827513414,Low,1538,No Junction,Mahadevapura,"CHI = 32 | 9.0% Junction, 26.6% Vehicle, 37.8% Violation, 19.6% Density, 2.6% Recurrence, 4.5% Temporal"
HS_8960145a03bffff,31.54670827513414,Low,1539,No Junction,Byatarayanapura,"CHI = 32 | 9.0% Junction, 23.8% Vehicle, 29.4% Violation, 19.6% Density, 2.6% Recurrence, 15.7% Temporal"
HS_89618926b1bffff,31.5305419421966,Low,1540,No Junction,Thalagattapura,"CHI = 32 | 9.0% Junction, 31.7% Vehicle, 28.0% Violation, 17.1% Density, 3.8% Recurrence, 10.5% Temporal"
HS_8960145b56bffff,31.5305419421966,Low,1541,No Junction,Magadi Road,"CHI = 32 | 14.9% Junction, 33.6% Vehicle, 26.1% Violation, 17.1% Density, 3.8% Recurrence, 4.5% Temporal"
HS_89618925eabffff,31.519031757626472,Low,1542,No Junction,Adugodi,"CHI = 32 | 9.0% Junction, 27.2% Vehicle, 28.0% Violation, 23.8% Density, 5.0% Recurrence, 7.0% Temporal"
HS_8961892cb07ffff,31.513698884728687,Low,1543,No Junction,Kodigehalli,"CHI = 32 | 9.0% Junction, 27.5% Vehicle, 29.1% Violation, 26.5% Density, 2.6% Recurrence, 5.4% Temporal"
HS_89601690143ffff,31.503265417527565,Low,1544,No Junction,Devanahalli Airport,"CHI = 32 | 9.0% Junction, 32.2% Vehicle, 23.4% Violation, 27.8% Density, 3.2% Recurrence, 4.5% Temporal"
HS_8960145b00bffff,31.480101761024454,Low,1545,No Junction,Sheshadripuram,"CHI = 31 | 9.0% Junction, 25.4% Vehicle, 33.7% Violation, 24.3% Density, 3.2% Recurrence, 4.5% Temporal"
HS_8961892cda7ffff,31.46898812529403,Low,1546,No Junction,R.T. Nagar,"CHI = 31 | 9.0% Junction, 29.2% Vehicle, 30.3% Violation, 21.5% Density, 3.8% Recurrence, 6.3% Temporal"
HS_8960145b38fffff,31.453300486948425,Low,1547,No Junction,Malleshwaram,"CHI = 31 | 9.0% Junction, 33.7% Vehicle, 35.9% Violation, 15.6% Density, 1.3% Recurrence, 4.5% Temporal"
HS_8961892190bffff,31.43733585117041,Low,1548,No Junction,Mahadevapura,"CHI = 31 | 9.0% Junction, 23.2% Vehicle, 29.2% Violation, 24.3% Density, 5.0% Recurrence, 9.3% Temporal"
HS_8961892ed43ffff,31.42467782640155,Low,1549,No Junction,Jeevanbheemanagar,"CHI = 31 | 9.0% Junction, 27.3% Vehicle, 40.1% Violation, 18.4% Density, 0.7% Recurrence, 4.5% Temporal"
HS_8960145a0d7ffff,31.416822638843396,Low,1550,No Junction,Banashankari,"CHI = 31 | 9.0% Junction, 22.5% Vehicle, 33.7% Violation, 11.7% Density, 0.7% Recurrence, 22.5% Temporal"
HS_89601697593ffff,31.411985574235924,Low,1551,No Junction,Yelahanka,"CHI = 31 | 9.0% Junction, 33.7% Vehicle, 33.7% Violation, 17.1% Density, 1.9% Recurrence, 4.5% Temporal"
HS_896014592cfffff,31.411985574235924,Low,1552,No Junction,Yelahanka,"CHI = 31 | 9.0% Junction, 24.4% Vehicle, 28.1% Violation, 17.1% Density, 1.9% Recurrence, 19.5% Temporal"
HS_8961892ec0bffff,31.411985574235924,Low,1553,No Junction,Banaswadi,"CHI = 31 | 9.0% Junction, 28.1% Vehicle, 39.3% Violation, 17.1% Density, 1.9% Recurrence, 4.5% Temporal"
HS_89601690e83ffff,31.411985574235924,Low,1554,No Junction,Devanahalli Airport,"CHI = 31 | 9.0% Junction, 31.9% Vehicle, 35.6% Violation, 17.1% Density, 1.9% Recurrence, 4.5% Temporal"
HS_89601696003ffff,31.409043647989947,Low,1555,No Junction,Yelahanka,"CHI = 31 | 9.0% Junction, 27.1% Vehicle, 22.5% Violation, 29.1% Density, 7.9% Recurrence, 4.5% Temporal"
HS_896189249abffff,31.38891875362864,Low,1556,No Junction,Thalagattapura,"CHI = 31 | 9.0% Junction, 28.1% Vehicle, 39.4% Violation, 8.7% Density, 1.3% Recurrence, 13.5% Temporal"
HS_89618920aafffff,31.38891875362864,Low,1557,No Junction,Whitefield,"CHI = 31 | 9.0% Junction, 28.1% Vehicle, 39.4% Violation, 8.7% Density, 1.3% Recurrence, 13.5% Temporal"
HS_8960145140bffff,31.38891875362864,Low,1558,No Junction,Thalagattapura,"CHI = 31 | 9.0% Junction, 28.1% Vehicle, 39.4% Violation, 8.7% Density, 1.3% Recurrence, 13.5% Temporal"
HS_8961892ce5bffff,31.38891875362864,Low,1559,No Junction,Hennuru,"CHI = 31 | 9.0% Junction, 33.7% Vehicle, 33.7% Violation, 8.7% Density, 1.3% Recurrence, 13.5% Temporal"
HS_89601459843ffff,31.38891875362864,Low,1560,No Junction,No Police Station,"CHI = 31 | 9.0% Junction, 22.5% Vehicle, 45.0% Violation, 8.7% Density, 1.3% Recurrence, 13.5% Temporal"
HS_89601459e8fffff,31.38891875362864,Low,1561,No Junction,Chikkabanavara,"CHI = 31 | 9.0% Junction, 33.7% Vehicle, 33.7% Violation, 8.7% Density, 1.3% Recurrence, 13.5% Temporal"
HS_8960145b023ffff,31.38830143807979,Low,1562,No Junction,Sheshadripuram,"CHI = 31 | 9.0% Junction, 31.3% Vehicle, 32.5% Violation, 20.8% Density, 1.9% Recurrence, 4.5% Temporal"
HS_89601458c43ffff,31.38419078884837,Low,1563,No Junction,Kamakshipalya,"CHI = 31 | 9.0% Junction, 22.5% Vehicle, 36.6% Violation, 19.7% Density, 3.2% Recurrence, 9.0% Temporal"
HS_8961892c95bffff,31.372649860741504,Low,1564,No Junction,Kodigehalli,"CHI = 31 | 9.0% Junction, 27.0% Vehicle, 28.1% Violation, 21.5% Density, 4.4% Recurrence, 9.9% Temporal"
HS_896189242cfffff,31.365499879797465,Low,1565,No Junction,HSR Layout,"CHI = 31 | 9.0% Junction, 32.4% Vehicle, 29.6% Violation, 19.8% Density, 2.6% Recurrence, 6.8% Temporal"
HS_89618924277ffff,31.3593105979394,Low,1566,No Junction,HSR Layout,"CHI = 31 | 9.0% Junction, 30.8% Vehicle, 22.5% Violation, 28.8% Density, 4.4% Recurrence, 4.5% Temporal"
HS_8960145a63bffff,31.331487814729346,Low,1567,No Junction,Basavanagudi,"CHI = 31 | 9.0% Junction, 28.6% Vehicle, 30.3% Violation, 23.4% Density, 1.3% Recurrence, 7.3% Temporal"
HS_8961892424fffff,31.322883918538786,Low,1568,No Junction,Madiwala,"CHI = 31 | 9.0% Junction, 34.4% Vehicle, 22.5% Violation, 25.7% Density, 3.8% Recurrence, 4.5% Temporal"
HS_8961892736fffff,31.305592156198003,Low,1569,No Junction,Bellandur,"CHI = 31 | 9.0% Junction, 23.5% Vehicle, 24.4% Violation, 28.2% Density, 9.5% Recurrence, 5.3% Temporal"
HS_8961892e657ffff,31.304644679623856,Low,1570,No Junction,K.R. Pura,"CHI = 31 | 9.0% Junction, 24.6% Vehicle, 31.8% Violation, 22.2% Density, 6.2% Recurrence, 6.2% Temporal"
HS_8961892c3bbffff,31.295377723076946,Low,1571,No Junction,Hennuru,"CHI = 31 | 9.0% Junction, 28.8% Vehicle, 26.3% Violation, 20.9% Density, 4.4% Recurrence, 10.5% Temporal"
HS_89601696007ffff,31.283058305054677,Low,1572,No Junction,Yelahanka,"CHI = 31 | 9.0% Junction, 30.6% Vehicle, 23.7% Violation, 27.2% Density, 5.0% Recurrence, 4.5% Temporal"
HS_89601458667ffff,31.281918043779516,Low,1573,No Junction,Rajajinagar,"CHI = 31 | 9.0% Junction, 27.1% Vehicle, 33.9% Violation, 15.7% Density, 2.6% Recurrence, 11.7% Temporal"
HS_8961892cd03ffff,31.25815321347949,Low,1574,No Junction,R.T. Nagar,"CHI = 31 | 9.0% Junction, 23.3% Vehicle, 33.9% Violation, 24.8% Density, 4.4% Recurrence, 4.5% Temporal"
HS_896189219abffff,31.254249227436127,Low,1575,No Junction,Mahadevapura,"CHI = 31 | 9.0% Junction, 29.1% Vehicle, 31.5% Violation, 24.0% Density, 1.9% Recurrence, 4.5% Temporal"
HS_8961892c9a3ffff,31.24875022942331,Low,1576,No Junction,Kodigehalli,"CHI = 31 | 9.0% Junction, 31.6% Vehicle, 29.4% Violation, 21.6% Density, 3.8% Recurrence, 4.5% Temporal"
HS_89618925a97ffff,31.229909881113304,Low,1577,No Junction,Ashok Nagar,"CHI = 31 | 13.6% Junction, 22.6% Vehicle, 28.3% Violation, 19.8% Density, 4.4% Recurrence, 11.3% Temporal"
