spatiotemporal_hotspot_id,temporal_block,violation_count,dominant_junction,dominant_vehicle_type,dominant_violation_type,dominant_police_station
8960145b1c7ffff_Morning_Rush_07-10,Morning Rush (07-10),6,BTP061 - Bhashyam Circle,CAR_JEEP,NO PARKING,Rajajinagar
8961892ca0fffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,TWO_WHEELER,NO PARKING,Hebbala
89601459c47ffff_Night_21-07,Night (21-07),6,No Junction,TWO_WHEELER,WRONG PARKING,Peenya
89618925b07ffff_Morning_Rush_07-10,Morning Rush (07-10),6,BTP119 - Minerva Circle,TWO_WHEELER,WRONG PARKING,City Market
8961892cb27ffff_Evening_Rush_16-21,Evening Rush (16-21),6,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
89618924ac3ffff_Morning_Rush_07-10,Morning Rush (07-10),6,"BTP197 - 9th Cross, 24th Main, JP Nagar",CAR_JEEP,NO PARKING,J.P. Nagar
89618920a37ffff_Evening_Rush_16-21,Evening Rush (16-21),6,No Junction,CAR_JEEP,WRONG PARKING,HAL Old Airport
89618925807ffff_Night_21-07,Night (21-07),6,BTP126 - Dairy Circle,AUTO_RICKSHAW,NO PARKING,Wilson Garden
8960145b483ffff_Morning_Rush_07-10,Morning Rush (07-10),6,BTP063 - Siddalingaiah Circle,CAR_JEEP,NO PARKING,Cubbon Park
8960145b1a3ffff_Evening_Rush_16-21,Evening Rush (16-21),6,BTP069 - MC Circle,HEAVY_COMMERCIAL,WRONG PARKING,Magadi Road
8961892ee4fffff_Night_21-07,Night (21-07),6,No Junction,TWO_WHEELER,NO PARKING,Banaswadi
8960145b56bffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,Magadi Road
8960145862bffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Rajajinagar
89618924ac3ffff_Evening_Rush_16-21,Evening Rush (16-21),6,"BTP197 - 9th Cross, 24th Main, JP Nagar",TWO_WHEELER,WRONG PARKING,J.P. Nagar
89601458607ffff_Night_21-07,Night (21-07),6,No Junction,AUTO_RICKSHAW,WRONG PARKING,Vijayanagara
8961892e087ffff_Night_21-07,Night (21-07),6,No Junction,AUTO_RICKSHAW,WRONG PARKING,Mahadevapura
89601459b9bffff_Night_21-07,Night (21-07),6,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,No Police Station
8960145b5abffff_Night_21-07,Night (21-07),6,No Junction,TWO_WHEELER,NO PARKING,Chamarajpet
89618920b0fffff_Office_Hours_10-16,Office Hours (10-16),6,No Junction,CAR_JEEP,NO PARKING,HAL Old Airport
89601459547ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,Yeshwanthpura
896014595b3ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,WRONG PARKING,Rajajinagar
89618920b07ffff_Evening_Rush_16-21,Evening Rush (16-21),6,No Junction,AUTO_RICKSHAW,NO PARKING,HAL Old Airport
8961892e977ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Pulikeshinagar(F.Town)
896189255b7ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,CAR_JEEP,WRONG PARKING,HSR Layout
8960169603bffff_Night_21-07,Night (21-07),6,No Junction,TWO_WHEELER,NO PARKING,Yelahanka
8961892e893ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Jeevanbheemanagar
8961892717bffff_Night_21-07,Night (21-07),6,No Junction,TWO_WHEELER,NO PARKING,Electronic City
8960145b143ffff_Evening_Rush_16-21,Evening Rush (16-21),6,BTP009 - Prakash Nagar Junction,TWO_WHEELER,WRONG PARKING,Rajajinagar
89618925eb7ffff_Evening_Rush_16-21,Evening Rush (16-21),6,No Junction,CAR_JEEP,NO PARKING,Adugodi
8961892cb17ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
89618924817ffff_Night_21-07,Night (21-07),6,No Junction,AUTO_RICKSHAW,NO PARKING,Thalagattapura
8961892487bffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,TWO_WHEELER,NO PARKING,J.P. Nagar
8960145855bffff_Evening_Rush_16-21,Evening Rush (16-21),6,No Junction,BUS,WRONG PARKING,Kamakshipalya
89618925b23ffff_Evening_Rush_16-21,Evening Rush (16-21),6,BTP118 - Basappa Circle,AUTO_RICKSHAW,WRONG PARKING,City Market
89618924267ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,TWO_WHEELER,WRONG PARKING,Madiwala
896014585a3ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,Jnanabharathi
8960145b283ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,CAR_JEEP,PARKING ON FOOTPATH,Sadashivanagar
8961892596bffff_Night_21-07,Night (21-07),6,BTP108 - Tagore Park Junction,CAR_JEEP,WRONG PARKING,Basavanagudi
8961892448bffff_Evening_Rush_16-21,Evening Rush (16-21),6,No Junction,AUTO_RICKSHAW,WRONG PARKING,Electronic City
89618924407ffff_Night_21-07,Night (21-07),6,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,Electronic City
8960145b397ffff_Evening_Rush_16-21,Evening Rush (16-21),6,No Junction,CAR_JEEP,NO PARKING,Rajajinagar
8961892cb4bffff_Office_Hours_10-16,Office Hours (10-16),6,No Junction,TWO_WHEELER,WRONG PARKING,Hebbala
8960145953bffff_Evening_Rush_16-21,Evening Rush (16-21),6,No Junction,HEAVY_COMMERCIAL,NO PARKING,Yeshwanthpura
89618924a47ffff_Evening_Rush_16-21,Evening Rush (16-21),6,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",CAR_JEEP,NO PARKING,Jayanagara
8961892086bffff_Office_Hours_10-16,Office Hours (10-16),6,No Junction,TWO_WHEELER,NO PARKING,Whitefield
896189258abffff_Evening_Rush_16-21,Evening Rush (16-21),6,BTP126 - Dairy Circle,TWO_WHEELER,NO PARKING,Wilson Garden
89601459e97ffff_Night_21-07,Night (21-07),6,No Junction,TWO_WHEELER,WRONG PARKING,Chikkabanavara
89601697593ffff_Night_21-07,Night (21-07),6,No Junction,LIGHT_COMMERCIAL,WRONG PARKING,Yelahanka
89601459557ffff_Office_Hours_10-16,Office Hours (10-16),6,No Junction,TWO_WHEELER,NO PARKING,Yeshwanthpura
8961892cb7bffff_Office_Hours_10-16,Office Hours (10-16),6,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
8961892e38fffff_Night_21-07,Night (21-07),6,No Junction,AUTO_RICKSHAW,WRONG PARKING,K.R. Pura
89618925a33ffff_Morning_Rush_07-10,Morning Rush (07-10),6,BTP172 - Nanjappa Circle,TWO_WHEELER,NO PARKING,Ashok Nagar
89618925a03ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,TWO_WHEELER,WRONG PARKING,Ashok Nagar
8960145b513ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,AUTO_RICKSHAW,NO PARKING,Chamarajpet
89601458123ffff_Night_21-07,Night (21-07),6,No Junction,TWO_WHEELER,NO PARKING,Kamakshipalya
89618924a33ffff_Morning_Rush_07-10,Morning Rush (07-10),6,"BTP159 - JP Nagar Metro, ORR",TWO_WHEELER,NO PARKING,K.S. Layout
89601459e87ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,BUS,WRONG PARKING,Chikkabanavara
8961892eecfffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,Banaswadi
8960145a487ffff_Morning_Rush_07-10,Morning Rush (07-10),6,BTP158 - Devegowda Petrol Bunk,TWO_WHEELER,WRONG PARKING,Banashankari
89618925a4bffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,TWO_WHEELER,NO PARKING,Ashok Nagar
8961892cb93ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,CAR_JEEP,WRONG PARKING,Hebbala
89601459403ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,WRONG PARKING,Yeshwanthpura
8961892ed4bffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,WRONG PARKING,Jeevanbheemanagar
896016964a3ffff_Night_21-07,Night (21-07),6,No Junction,TWO_WHEELER,WRONG PARKING,Yelahanka
8960145b28bffff_Morning_Rush_07-10,Morning Rush (07-10),6,BTP030 - Mekhri Circle,CAR_JEEP,WRONG PARKING,Sadashivanagar
8961892dd87ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,Hennuru
89618924a6bffff_Night_21-07,Night (21-07),6,"BTP113 - 27th Cross, Pai Vista, KR Road",CAR_JEEP,NO PARKING,Banashankari
8961892ed0fffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,CAR_JEEP,NO PARKING,Halasur
8960145a147ffff_Evening_Rush_16-21,Evening Rush (16-21),6,No Junction,AUTO_RICKSHAW,NO PARKING,Byatarayanapura
896189209a3ffff_Evening_Rush_16-21,Evening Rush (16-21),6,No Junction,CAR_JEEP,WRONG PARKING,Bellandur
89601458e5bffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,TWO_WHEELER,WRONG PARKING,Kamakshipalya
89618924673ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,HSR Layout
89618924653ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,TWO_WHEELER,WRONG PARKING,Bellandur
8961892e9a7ffff_Night_21-07,Night (21-07),6,BTP051 - Safina Plaza Junction,CAR_JEEP,NO PARKING,Cubbon Park
8961892092bffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,TWO_WHEELER,WRONG PARKING,HAL Old Airport
8961892e94bffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,CAR_JEEP,PARKING ON FOOTPATH,Pulikeshinagar(F.Town)
89601458c43ffff_Night_21-07,Night (21-07),6,No Junction,TWO_WHEELER,WRONG PARKING,Kamakshipalya
8961892e92fffff_Evening_Rush_16-21,Evening Rush (16-21),6,No Junction,TWO_WHEELER,WRONG PARKING,Shivajinagar
8960145b14fffff_Morning_Rush_07-10,Morning Rush (07-10),6,"BTP011 - RR Kalyana Mantapa, Dr. Rajkumar Road",BUS,NO PARKING,Rajajinagar
8960145a3d3ffff_Night_21-07,Night (21-07),6,BTP096 - Gali Anjaneya Temple,AUTO_RICKSHAW,NO PARKING,Byatarayanapura
8961892e41bffff_Office_Hours_10-16,Office Hours (10-16),6,No Junction,CAR_JEEP,WRONG PARKING,Mahadevapura
8961892db27ffff_Night_21-07,Night (21-07),6,No Junction,TWO_WHEELER,WRONG PARKING,Yelahanka
89618927673ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,CAR_JEEP,WRONG PARKING,Whitefield
8961892f69bffff_Evening_Rush_16-21,Evening Rush (16-21),6,No Junction,HEAVY_COMMERCIAL,NO PARKING,K.R. Pura
89601690d53ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,Chikkajala
8961892766fffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,CAR_JEEP,NO PARKING,Bellandur
89618924e6fffff_Evening_Rush_16-21,Evening Rush (16-21),6,"BTP221 - 15th Cross, 24th Main, JP Nagar",CAR_JEEP,WRONG PARKING,J.P. Nagar
8961892ea73ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,Banaswadi
89601690e83ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,WRONG PARKING,Devanahalli Airport
8960145a213ffff_Evening_Rush_16-21,Evening Rush (16-21),6,"BTP093 - Toll Gate, Mysore Road",CAR_JEEP,NO PARKING,Magadi Road
896189253cfffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,TWO_WHEELER,NO PARKING,Jeevanbheemanagar
89601459173ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,TWO_WHEELER,NO PARKING,Chikkabanavara
89618925c0fffff_Morning_Rush_07-10,Morning Rush (07-10),6,BTP138 - Sarjapur Road Check Post,AUTO_RICKSHAW,WRONG PARKING,Madiwala
89618924063ffff_Night_21-07,Night (21-07),6,No Junction,TWO_WHEELER,NO PARKING,Madiwala
896014598cbffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,CAR_JEEP,WRONG PARKING,Chikkabanavara
89618925c0bffff_Night_21-07,Night (21-07),6,BTP138 - Sarjapur Road Check Post,CAR_JEEP,NO PARKING,Adugodi
8961892738fffff_Office_Hours_10-16,Office Hours (10-16),6,No Junction,TWO_WHEELER,WRONG PARKING,Bellandur
89618924093ffff_Night_21-07,Night (21-07),6,No Junction,BUS,WRONG PARKING,Electronic City
8960145b6c7ffff_Evening_Rush_16-21,Evening Rush (16-21),6,No Junction,TWO_WHEELER,NO PARKING,R.T. Nagar
89618925c07ffff_Morning_Rush_07-10,Morning Rush (07-10),6,BTP138 - Sarjapur Road Check Post,CAR_JEEP,PARKING IN A MAIN ROAD,Madiwala
8961892cd33ffff_Evening_Rush_16-21,Evening Rush (16-21),6,No Junction,TWO_WHEELER,WRONG PARKING,R.T. Nagar
8961892ec0bffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Banaswadi
8961892c557ffff_Night_21-07,Night (21-07),6,No Junction,TWO_WHEELER,NO PARKING,Hennuru
8960145ac07ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,TWO_WHEELER,WRONG PARKING,Kengeri
89601458467ffff_Night_21-07,Night (21-07),6,No Junction,TWO_WHEELER,WRONG PARKING,Kamakshipalya
89601690557ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,WRONG PARKING,Chikkajala
89618925d37ffff_Night_21-07,Night (21-07),6,"BTP178 - 18th Main, Marenahalli",TWO_WHEELER,WRONG PARKING,J.P. Nagar
89601459487ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,CAR_JEEP,WRONG PARKING,Yeshwanthpura
89618921967ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,Mahadevapura
896189359a7ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,CAR_JEEP,PARKING ON FOOTPATH,Electronic City
89618925cd3ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,WRONG PARKING,Adugodi
896016901c7ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,Devanahalli Airport
89601458493ffff_Evening_Rush_16-21,Evening Rush (16-21),6,"BTP022 - Marenahalli Junction, Vijayanagar",TWO_WHEELER,WRONG PARKING,Vijayanagara
8961892c1abffff_Night_21-07,Night (21-07),6,No Junction,TWO_WHEELER,NO PARKING,Hennuru
896189252afffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,TWO_WHEELER,PARKING IN A MAIN ROAD,Jeevanbheemanagar
89618921a8bffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,Mahadevapura
89618925cafffff_Night_21-07,Night (21-07),6,"BTP164 - 29th Main Road, BTM Layout",CAR_JEEP,NO PARKING,Madiwala
8961892e213ffff_Office_Hours_10-16,Office Hours (10-16),6,No Junction,TWO_WHEELER,NO PARKING,K.R. Pura
8961892eb0fffff_Night_21-07,Night (21-07),6,No Junction,AUTO_RICKSHAW,NO PARKING,K.G. Halli
8961892c14bffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,Hennuru
8961892530bffff_Morning_Rush_07-10,Morning Rush (07-10),6,"BTP148 - 17th Main, Doopanahalli Bus Stop",CAR_JEEP,PARKING IN A MAIN ROAD,Jeevanbheemanagar
8960145a89bffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,Jnanabharathi
8961892c3bbffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,Hennuru
8961892e55bffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,LIGHT_COMMERCIAL,NO PARKING,Mahadevapura
8961892ce3bffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,Hennuru
89601459847ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,CAR_JEEP,WRONG PARKING,No Police Station
8960145aa53ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,CAR_JEEP,WRONG PARKING,Jnanabharathi
89601458377ffff_Night_21-07,Night (21-07),6,No Junction,AUTO_RICKSHAW,WRONG PARKING,Kamakshipalya
89601451257ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,CAR_JEEP,WRONG PARKING,Kengeri
8960145b66bffff_Night_21-07,Night (21-07),6,No Junction,TWO_WHEELER,WRONG PARKING,R.T. Nagar
8961892e863ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,Pulikeshinagar(F.Town)
8961892552fffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,CAR_JEEP,NO PARKING,HSR Layout
89618927357ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,TWO_WHEELER,WRONG PARKING,Bellandur
89618920b3bffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,TWO_WHEELER,NO PARKING,HAL Old Airport
8960145a61bffff_Night_21-07,Night (21-07),6,BTP215 - Vanivillas Junction,CAR_JEEP,NO PARKING,Basavanagudi
8961892cccbffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,Hennuru
896189254a7ffff_Evening_Rush_16-21,Evening Rush (16-21),6,No Junction,CAR_JEEP,WRONG PARKING,Bellandur
8960145b0a3ffff_Night_21-07,Night (21-07),6,No Junction,AUTO_RICKSHAW,NO PARKING,Sheshadripuram
8961892ec2fffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,WRONG PARKING,Jeevanbheemanagar
89618925b83ffff_Evening_Rush_16-21,Evening Rush (16-21),6,BTP122 - Siddapura Junction,CAR_JEEP,NO PARKING,Wilson Garden
89601459b17ffff_Night_21-07,Night (21-07),6,No Junction,HEAVY_COMMERCIAL,WRONG PARKING,No Police Station
8961892cccfffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,CAR_JEEP,NO PARKING,K.G. Halli
89618927347ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,WRONG PARKING,Bellandur
89601696013ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,Yelahanka
89601458537ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,WRONG PARKING,Jnanabharathi
896189241afffff_Night_21-07,Night (21-07),6,No Junction,TWO_WHEELER,NO PARKING,Hulimavu
8960145b04bffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,Sadashivanagar
8960145b06bffff_Evening_Rush_16-21,Evening Rush (16-21),6,No Junction,CAR_JEEP,NO PARKING,Malleshwaram
8960145b047ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,Sadashivanagar
8961892db63ffff_Evening_Rush_16-21,Evening Rush (16-21),6,No Junction,LIGHT_COMMERCIAL,WRONG PARKING,Yelahanka
89618924217ffff_Morning_Rush_07-10,Morning Rush (07-10),6,No Junction,TWO_WHEELER,WRONG PARKING,HSR Layout
8961892f503ffff_Night_21-07,Night (21-07),6,No Junction,CAR_JEEP,NO PARKING,K.R. Pura
896014594d3ffff_Evening_Rush_16-21,Evening Rush (16-21),5,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
896189258b3ffff_Night_21-07,Night (21-07),5,"BTP127 - Sagar Hospital, Jayanagar",CAR_JEEP,WRONG PARKING,Mico Layout
89618924b1bffff_Night_21-07,Night (21-07),5,No Junction,CAR_JEEP,NO PARKING,K.S. Layout
8960145b46fffff_Morning_Rush_07-10,Morning Rush (07-10),5,BTP054 - Shivananda Circle,CAR_JEEP,NO PARKING,High ground
8960145a0cfffff_Night_21-07,Night (21-07),5,No Junction,AUTO_RICKSHAW,WRONG PARKING,Banashankari
89618927313ffff_Office_Hours_10-16,Office Hours (10-16),5,No Junction,TWO_WHEELER,WRONG PARKING,Bellandur
8961892ecd7ffff_Night_21-07,Night (21-07),5,No Junction,CAR_JEEP,NO PARKING,Jeevanbheemanagar
8961892eccfffff_Night_21-07,Night (21-07),5,No Junction,CAR_JEEP,NO PARKING,Banaswadi
8961892e067ffff_Evening_Rush_16-21,Evening Rush (16-21),5,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,Mahadevapura
8961892abbbffff_Morning_Rush_07-10,Morning Rush (07-10),5,No Junction,CAR_JEEP,PARKING IN A MAIN ROAD,K.R. Pura
8961892e98bffff_Evening_Rush_16-21,Evening Rush (16-21),5,No Junction,TWO_WHEELER,NO PARKING,Shivajinagar
8961892e213ffff_Evening_Rush_16-21,Evening Rush (16-21),5,No Junction,HEAVY_COMMERCIAL,PARKING IN A MAIN ROAD,K.R. Pura
8961892e98bffff_Morning_Rush_07-10,Morning Rush (07-10),5,No Junction,CAR_JEEP,NO PARKING,Halasur
8960145a10bffff_Night_21-07,Night (21-07),5,No Junction,CAR_JEEP,WRONG PARKING,Byatarayanapura
8961892e98fffff_Evening_Rush_16-21,Evening Rush (16-21),5,No Junction,CAR_JEEP,NO PARKING,Shivajinagar
896014584cfffff_Evening_Rush_16-21,Evening Rush (16-21),5,No Junction,CAR_JEEP,NO PARKING,Magadi Road
8961892e96fffff_Night_21-07,Night (21-07),5,No Junction,CAR_JEEP,WRONG PARKING,Pulikeshinagar(F.Town)
8961892e2c3ffff_Night_21-07,Night (21-07),5,No Junction,CAR_JEEP,NO PARKING,K.R. Pura
89618924a0fffff_Morning_Rush_07-10,Morning Rush (07-10),5,"BTP117 - 9th Cross, Kanakapura Road",TWO_WHEELER,WRONG PARKING,K.S. Layout
8961892588fffff_Morning_Rush_07-10,Morning Rush (07-10),5,BTP126 - Dairy Circle,HEAVY_COMMERCIAL,PARKING IN A MAIN ROAD,Mico Layout
8960145a3cfffff_Night_21-07,Night (21-07),5,BTP017 - Attiguppe Circle,CAR_JEEP,WRONG PARKING,Byatarayanapura
89618924953ffff_Night_21-07,Night (21-07),5,No Junction,CAR_JEEP,NO PARKING,Thalagattapura
89618924b43ffff_Night_21-07,Night (21-07),5,No Junction,TWO_WHEELER,NO PARKING,K.S. Layout
89618924877ffff_Morning_Rush_07-10,Morning Rush (07-10),5,No Junction,CAR_JEEP,NO PARKING,K.S. Layout
896189251a7ffff_Evening_Rush_16-21,Evening Rush (16-21),5,No Junction,CAR_JEEP,NO PARKING,Adugodi
896189272a7ffff_Night_21-07,Night (21-07),5,No Junction,CAR_JEEP,WRONG PARKING,Bellandur
8961892590bffff_Night_21-07,Night (21-07),5,BTP187 - South End Circle,TWO_WHEELER,WRONG PARKING,Jayanagara
8961892e983ffff_Night_21-07,Night (21-07),5,No Junction,CAR_JEEP,NO PARKING,Shivajinagar
8961892ed1bffff_Morning_Rush_07-10,Morning Rush (07-10),5,No Junction,TWO_WHEELER,WRONG PARKING,Halasur
896014580cbffff_Night_21-07,Night (21-07),5,No Junction,CAR_JEEP,NO PARKING,Peenya
8961892590fffff_Night_21-07,Night (21-07),5,BTP187 - South End Circle,TWO_WHEELER,WRONG PARKING,Basavanagudi
8960145b597ffff_Evening_Rush_16-21,Evening Rush (16-21),5,BTP212 - Minto Junction,TWO_WHEELER,NO PARKING,V.V.Puram (C.Pet)
8960145a32fffff_Morning_Rush_07-10,Morning Rush (07-10),5,No Junction,CAR_JEEP,NO PARKING,Byatarayanapura
89601459457ffff_Night_21-07,Night (21-07),5,No Junction,CAR_JEEP,NO PARKING,Sadashivanagar
89601459423ffff_Night_21-07,Night (21-07),5,No Junction,AUTO_RICKSHAW,WRONG PARKING,Yeshwanthpura
8961892c38fffff_Night_21-07,Night (21-07),5,No Junction,CAR_JEEP,WRONG PARKING,Hennuru
8961892526fffff_Evening_Rush_16-21,Evening Rush (16-21),5,No Junction,CAR_JEEP,NO PARKING,Jeevanbheemanagar
89618924933ffff_Morning_Rush_07-10,Morning Rush (07-10),5,No Junction,CAR_JEEP,NO PARKING,Thalagattapura
89601458103ffff_Night_21-07,Night (21-07),5,No Junction,AUTO_RICKSHAW,PARKING IN A MAIN ROAD,Kamakshipalya
896014594a3ffff_Night_21-07,Night (21-07),5,No Junction,CAR_JEEP,WRONG PARKING,Yeshwanthpura
89601696627ffff_Night_21-07,Night (21-07),5,No Junction,CAR_JEEP,NO PARKING,Yelahanka
89618927267ffff_Night_21-07,Night (21-07),5,No Junction,LIGHT_COMMERCIAL,NO PARKING,HAL Old Airport
896189258c3ffff_Night_21-07,Night (21-07),5,BTP133 - Adugodi Junction,CAR_JEEP,NO PARKING,Adugodi
8960145b4a7ffff_Morning_Rush_07-10,Morning Rush (07-10),5,BTP038 - Mysore Bank Junction,AUTO_RICKSHAW,WRONG PARKING,Halasuru Gate
89618925213ffff_Night_21-07,Night (21-07),5,No Junction,CAR_JEEP,WRONG PARKING,HAL Old Airport
8961892e243ffff_Night_21-07,Night (21-07),5,No Junction,HEAVY_COMMERCIAL,NO PARKING,K.R. Pura
89618925883ffff_Night_21-07,Night (21-07),5,BTP136 - Hosur-Tavarkere Road Junction,CAR_JEEP,NO PARKING,Mico Layout
8961892e097ffff_Night_21-07,Night (21-07),5,No Junction,LIGHT_COMMERCIAL,NO PARKING,Mahadevapura
8960145b583ffff_Morning_Rush_07-10,Morning Rush (07-10),5,"BTP083 - AS Char Street, Mysore Road",TWO_WHEELER,WRONG PARKING,Chamarajpet
8960145a27bffff_Office_Hours_10-16,Office Hours (10-16),5,BTP020 - Hosahalli Metro Station,TWO_WHEELER,NO PARKING,Vijayanagara
8961892ebd7ffff_Night_21-07,Night (21-07),5,No Junction,TWO_WHEELER,NO PARKING,Pulikeshinagar(F.Town)
8961892c997ffff_Evening_Rush_16-21,Evening Rush (16-21),5,No Junction,CAR_JEEP,WRONG PARKING,Kodigehalli
8961892e0cfffff_Office_Hours_10-16,Office Hours (10-16),5,No Junction,AUTO_RICKSHAW,PARKING IN A MAIN ROAD,Mahadevapura
8961892c98bffff_Office_Hours_10-16,Office Hours (10-16),5,No Junction,TWO_WHEELER,NO PARKING,Hebbala
89618924a63ffff_Evening_Rush_16-21,Evening Rush (16-21),5,"BTP113 - 27th Cross, Pai Vista, KR Road",TWO_WHEELER,NO PARKING,Banashankari
896014585b3ffff_Morning_Rush_07-10,Morning Rush (07-10),5,No Junction,CAR_JEEP,WRONG PARKING,Jnanabharathi
8960145a2bbffff_Morning_Rush_07-10,Morning Rush (07-10),5,"BTP094 - Sri Skanda Complex, Mysore Road",AUTO_RICKSHAW,WRONG PARKING,Byatarayanapura
89618924abbffff_Night_21-07,Night (21-07),5,"BTP159 - JP Nagar Metro, ORR",CAR_JEEP,WRONG PARKING,J.P. Nagar
89618924e2bffff_Evening_Rush_16-21,Evening Rush (16-21),5,No Junction,CAR_JEEP,NO PARKING,J.P. Nagar
8961892584bffff_Evening_Rush_16-21,Evening Rush (16-21),5,BTP132 - Anepalya Junction,CAR_JEEP,NO PARKING,Ashok Nagar
8961892ea53ffff_Night_21-07,Night (21-07),5,No Junction,CAR_JEEP,NO PARKING,Banaswadi
89601458597ffff_Evening_Rush_16-21,Evening Rush (16-21),5,No Junction,BUS,NO PARKING,Jnanabharathi
8960145b627ffff_Morning_Rush_07-10,Morning Rush (07-10),5,No Junction,TWO_WHEELER,NO PARKING,Sadashivanagar
